Date,AvgTemp,LowTemp,HighTemp,Precipitation,MaxWindSpeed,MaxWindDirection,AvgWindSpeed,AvgRelativeHumidity,AvgSteamPressure,DaylightHours,CloudAmount,EvaporationLoss
1987-08-23,24.9,21.7,29.9,,4.2,290,1.4,80.5,24.9,6.2,4.8,3.2
1987-08-24,24.9,21.3,31.1,22.4,4.7,180,1.5,84,25.9,6.1,6.3,3.3
1987-08-25,24.5,21.6,28.6,1.3,6.3,270,2.3,83.3,25.4,4.3,7.3,3.3
1987-08-26,25.6,22,30.4,,3.3,320,1.3,80,26,7,5.8,3.5
1987-08-27,25.3,23.3,27.5,11,9,230,3.6,86.8,28.1,0,8.3,2.4
1987-08-28,26,22,30.5,1.1,5.5,270,2.5,81.8,27,4.8,7.8,4.1
1987-08-29,22.8,21.1,25,51.9,5.5,320,1.9,92,25.5,0,9.5,0.4
1987-08-30,20.8,19.1,22.4,87.7,9.3,230,1.9,96.8,23.8,0,10,0.4
1987-08-31,20.9,18.6,24.6,11,6,230,3.3,87.3,21.6,1.9,9.8,2.6
1987-09-01,23.4,20.6,27.4,,5.3,250,2.9,78.5,22.3,8.5,5,4.4
1987-09-02,22.9,18.7,28.6,,4.2,270,1.5,75,20.5,8.3,3.8,4.3
1987-09-03,23.8,19.7,28.6,,2.8,50,1.4,75.3,22,9.4,6.8,4.6
1987-09-04,22.8,19.7,26.7,,3.5,140,1.8,66.3,18.1,5.1,8.5,3.3
1987-09-05,18.2,16.8,21.1,45.6,5.7,50,3.6,84.8,17.6,0,10,0.8
1987-09-06,20.5,18.7,23.6,1.6,4.7,270,2.2,91.5,22,0,10,1.2
1987-09-07,21.2,18.4,24.8,,6,290,3,78.5,19.4,9.2,6,3.4
1987-09-08,20.4,17,25.6,,4.5,270,1.8,77.8,18.3,5.5,3.8,3.2
1987-09-09,21.6,16.6,27,,2.3,70,1.2,75.3,18.9,7.7,5,3.4
1987-09-10,22.8,18.2,27.4,,3,70,1.3,70.8,19.2,9.2,7.5,3.6
1987-09-11,22.2,18.6,27.2,,4.3,70,2.1,65.8,17.3,5.3,9,3.9
1987-09-12,22.4,17.2,28.3,,3.5,70,1.8,61,16.2,10.5,1.3,4.8
1987-09-13,21.7,16.6,27.3,,4,320,1.8,67.3,17.2,9.8,1.8,3.2
1987-09-14,21.7,16.6,27.2,,5.3,290,1.8,73.3,18.6,9.8,1.5,4.8
1987-09-15,22,18.6,27.8,,4.7,70,1.9,72.3,19,3,7.5,4.2
1987-09-16,19.3,15.6,23.7,,5,70,3.8,51.8,11.6,8.7,5.3,5.3
1987-09-17,18.2,12.6,23.8,,3.5,70,1.7,55.5,11.4,10.7,0,4.2
1987-09-18,18,12.3,24.3,,5,270,1.9,61,12.3,10.3,0,4.4
1987-09-19,19.4,13.9,25.4,,5.3,230,2.1,63.8,14.1,10,1,4
1987-09-20,21.4,15.9,27.9,,7.8,230,3.2,59.5,14.5,9.8,1,6.1
1987-09-21,20.7,18.3,23,12.4,5,200,2.3,83.5,20.4,2.1,8.5,1.7
1987-09-22,19.9,15,26.7,,2.7,50,1.4,66.8,14.5,10.5,0,3.9
1987-09-23,19.8,13.8,25.6,,3.7,290,1.3,66,14.9,8.7,5,3.6
1987-09-24,20.2,14.6,26.8,,4.3,270,1.7,70.8,16.1,9.5,2,3.8
1987-09-25,16.8,11.1,19.6,1.5,8.7,290,4.2,75,14.5,2.3,7.8,3.6
1987-09-26,12.7,9,15.9,,8.7,320,5.4,45.3,6.6,8.1,5,4.7
1987-09-27,13.6,6.3,19.9,0,7,250,2.5,60.3,10,7.6,2.5,2.9
1987-09-28,17.6,12,23.7,,3.8,270,1.8,72.5,13.9,9.3,3.5,3.6
1987-09-29,17.9,13.3,23.6,,3.8,290,1.3,66.8,13.2,6.8,5.5,2.3
1987-09-30,18.6,11.9,26,,3.7,290,1.4,67,14.1,9.9,0,3.9
1987-10-01,19.2,13.9,26.3,,4.5,270,1.6,63,13.5,9.6,0.3,3.9
1987-10-02,17.6,13.8,21.9,,4.7,270,1.9,82.8,16.6,2.1,4,1.7
1987-10-03,19.2,15,24.7,,5,270,2.2,72.3,15.4,8.3,2.3,4
1987-10-04,18.6,11.4,26.5,,5,270,1.7,55,11,10.3,0,4.3
1987-10-05,19.5,12.2,27.2,,4.5,270,1.7,53.3,11.5,9.5,3.5,4.4
1987-10-06,19.1,14.4,24,0,5.7,230,1.8,74.3,16.6,1,3.5,2.1
1987-10-07,20,14,24.1,0.1,6.8,290,3.4,68.8,15.9,6.4,5,3.8
1987-10-08,16.8,10,23.6,,4.7,270,1.5,60.8,11.3,9.4,0,3.7
1987-10-09,18.8,12.8,25.8,,2.5,70,1,61.8,13,8.5,0,3.2
1987-10-10,20.3,15.2,27.3,,5,290,1.7,68.3,15.6,8.7,2.8,3.4
1987-10-11,19.7,14.7,25.8,,5.7,290,2.4,74.5,16.5,9.2,0.3,4
1987-10-12,18.7,13.6,23.6,,5,70,2.7,59.5,12.7,9.9,0,4.4
1987-10-13,15.5,11.6,19.6,,3.7,70,2,59.5,10.4,2.8,6.8,2.8
1987-10-14,17.7,14.4,21.5,0,4.3,70,1.5,62,12.5,0.2,10,2.3
1987-10-15,17.8,16.5,19.4,0.6,4.8,70,3.1,67.8,13.8,0,9.5,1.3
1987-10-16,18,14.5,24.1,1.7,4,70,2.6,71.3,14.3,8,6,2.9
1987-10-17,17.3,12.9,21.6,,6,270,2.5,72,14,8.9,4.3,3.5
1987-10-18,14.1,9.7,17.5,16.4,9,290,3.5,81.5,13.4,0,7.5,1.9
1987-10-19,10.7,8.5,13.6,,7.3,290,3.9,53.5,6.8,6.2,4.8,3.5
1987-10-20,8,4.6,10.9,,7,270,3.3,53,5.7,6.1,5,2.9
1987-10-21,7.3,4.6,11.2,,6.7,290,1.9,46,4.6,4,5.8,2
1987-10-22,8.5,2.6,14.2,,5.7,290,1.9,50.8,5.5,9.4,0,2.9
1987-10-23,10.1,5.3,15.6,,4.3,320,1.3,61,7.5,3.5,5,1.7
1987-10-24,13.4,9.2,19.3,,4.7,270,1.9,61.3,9.1,7.3,3.8,2.3
1987-10-25,10.9,6.2,15.5,,3.7,290,1.5,57.5,7.1,7.1,5,2.1
1987-10-26,11.9,5.2,19.3,,4.7,290,1.4,54.8,7.2,9.4,2,2.4
1987-10-27,11.7,5,17.6,,4.3,270,1.9,69.3,9.7,7.7,2,2
1987-10-28,15,11.2,20.9,,4.7,290,1.6,75.3,12.7,7.7,2.3,2.1
1987-10-29,14.5,10.7,17.2,2.3,2.2,50,1.1,83.3,13.8,0,9.8,0.6
1987-10-30,16.2,13.6,19.9,0.8,4.3,270,1.5,83.3,15.4,0.8,10,2.3
1987-10-31,13.5,11.8,17.7,0,5,50,3.6,63.3,9.7,2.3,8.5,2.7
1987-11-01,12.8,10.5,15.3,5.7,5.5,70,3.2,66.5,9.7,0,9.8,1.1
1987-11-02,11.3,10.1,12,20.7,6.3,290,2.4,93.5,12.5,0,10,0.6
1987-11-03,10.1,6.8,13.4,2.1,6.2,290,3,61.5,7.4,8.2,4.8,2.6
1987-11-04,7.6,2.9,13.4,1.3,7.2,320,2.5,61.5,6.4,4.1,4.8,2.9
1987-11-05,4.5,1.3,8.5,,6.7,290,3.4,47.5,4,8.7,0,2.3
1987-11-06,5.5,-1,11.7,0,2.7,70,1.3,53.5,4.7,8.5,2,2.1
1987-11-07,6.9,3.8,10.6,5.5,6.3,320,2.7,67.3,6.5,5,4.8,1.7
1987-11-08,5.5,0.4,10.4,0,5.7,250,1.6,70.8,6.4,6.1,4.5,1.6
1987-11-09,9.7,6.2,15,10.9,6.3,290,2,80,9.3,5.8,4.8,1.3
1987-11-10,11.5,7.2,15.9,,2.3,70,1.3,79,10.7,0.5,4.8,2
1987-11-11,14.6,10.6,19,,5.2,200,1.5,76.5,12.6,5.2,8,1.6
1987-11-12,14.8,12.1,17.2,1.1,5.2,270,1.6,85,14.3,0,9.3,1.2
1987-11-13,11.9,8.9,15.7,,5.7,70,3.9,60,8.3,3.2,7,2.5
1987-11-14,10.4,7.7,15.3,0,3.7,70,1.9,60,7.5,2.7,5,0.9
1987-11-15,9.6,5.4,14.4,,4.5,230,1.6,66.8,7.8,5.6,4.3,1.6
1987-11-16,9.2,4,13.9,0.5,6.8,290,3,60.5,7.1,3.8,4.5,1.5
1987-11-17,6,1.4,12.2,,4.2,290,1.5,57.8,5.3,7.5,5,1.4
1987-11-18,6.3,2.4,11.6,4.6,10.3,290,2.6,74,7.3,0,5.3,0.9
1987-11-19,2.8,-0.9,7.7,,5.2,290,2.1,46.8,3.5,9.3,0,1.8
1987-11-20,6.2,-0.4,11.7,,3,230,1.7,51.5,4.8,5.8,4.3,2.1
1987-11-21,10.8,6.8,15,0,7.7,320,2.6,53.5,6.7,5.5,3.5,2.2
1987-11-22,9,2.8,15.7,,3,250,1.3,46.5,5,8.3,2.3,1.9
1987-11-23,9.9,2.3,15.1,0,7.3,290,3.4,59.3,7.7,3.9,5.8,2.5
1987-11-24,3.6,-1,9.4,,4.7,340,1.7,46,3.5,7.7,0,1.6
1987-11-25,8,1.2,15.1,,3.5,70,1.6,46,5,7.4,0,2.5
1987-11-26,11.6,8.9,14.4,0,3.8,70,2.6,54.5,7.5,0.8,9.8,1
1987-11-27,6.9,4.2,10.9,11.4,5.5,70,2.8,81,8.1,0,10,0.4
1987-11-28,-0.8,-6.9,4.2,3,7.5,290,4.3,64.8,4,7.5,4,2.4
1987-11-29,-5.9,-9.2,-2.4,,5.5,290,3.3,43,1.7,8.4,0,1.4
1987-11-30,-5,-8.5,-0.9,,5.8,290,2.5,41.5,1.8,7.7,0,1.6
1987-12-01,-6.9,-8.9,-5,,8.3,320,3.8,47.8,1.7,7.6,0.8,1.4
1987-12-02,-5.8,-10.1,-1.5,0,4.5,320,2,50.8,2.1,6.3,3.5,0.7
1987-12-03,-2.8,-5.3,-0.3,0.4,7.2,290,3.4,55.8,2.7,8.3,2.8,1.8
1987-12-04,-2.8,-7,1,,6.2,290,1.8,50,2.5,7.9,4.8,2.4
1987-12-05,-0.2,-2.4,4.2,,6.2,290,2,40.3,2.4,8.3,4.3,1.6
1987-12-06,-0.4,-4.6,5.1,,3.5,290,1.7,53.5,3.2,6.6,1.5,1.2
1987-12-07,0.1,-3.4,4.2,,5.3,230,1.9,67,4,6.2,2.3,1
1987-12-08,3.2,0.7,7.8,0,3.5,290,1.7,68.8,5.3,2.6,7,0.7
1987-12-09,4.4,0.5,9,,3.5,290,1.5,71.3,5.9,4.2,3.8,2.2
1987-12-10,4.5,-0.9,9.3,0.3,9.2,290,3.4,67.5,5.8,0,6.3,1.3
1987-12-11,-4,-6.4,-0.9,,7.3,320,3.3,39.3,1.8,8.5,0.5,1.8
1987-12-12,-3.2,-7.5,1.8,,5.5,290,2.2,49.5,2.4,6.6,1.3,1.3
1987-12-13,-2.3,-5.4,1.7,,5.7,250,1.7,56.8,2.9,7,0,1.3
1987-12-14,-0.2,-5.7,4.9,,4,230,1.6,62.5,3.8,3.7,6,1.1
1987-12-15,2.5,-0.2,5.2,0.7,6,290,2.3,77.5,5.7,0,8.5,0.7
1987-12-16,0.2,-4.5,4.4,,6.8,290,4.1,58,3.8,6.4,3.3,1.5
1987-12-17,2.2,-0.3,5.2,,5.2,290,2.1,47.3,3.3,8.4,0,1.6
1987-12-18,1.2,-3.2,7,,4,290,1.5,50.3,3.2,8,0.5,1.4
1987-12-19,3.4,0.4,7.8,,4.2,270,1.8,64.8,5.1,2.6,4.3,0.9
1987-12-20,1,-1.2,4,,7,290,2.4,48.3,3.1,7.8,1.8,1.8
1987-12-21,2,-0.4,6,0,5.3,230,2.3,46,3.2,7.9,0,1.6
1987-12-22,2.8,0.2,6.3,1.2,8.2,290,3,61.5,4.6,6.5,5,1.5
1987-12-23,1.4,-3.1,6.7,,3.3,250,1.4,60.3,4.1,6,0,1
1987-12-24,4.7,0.3,8.8,,2.8,90,1.9,64,5.3,3.7,8,1.1
1987-12-25,8.2,4.9,10.2,,6,270,2.9,80.3,8.7,0,9,0.9
1987-12-26,5.2,3,7.9,,4.7,230,1.9,78.5,6.8,5.2,4.8,1.1
1987-12-27,6.6,4.3,10.3,,2.3,70,1.7,76.3,7.4,0,6,0.7
1987-12-28,8.3,5.9,11.8,,4,250,1.9,88.3,9.7,0,7,0.8
1987-12-29,6.2,0,10,,6.7,320,2.8,76.5,7.3,3.5,8,2
1987-12-30,-5.6,-8.6,0,,10,290,5.2,37,1.6,8,0,1.8
1987-12-31,-5.8,-10.6,0,,3.3,290,1,42,1.6,8.1,0,1.1
1988-01-01,-2.4,-4.4,-0.8,0.5,3,70,1.6,63.8,3.3,0,9.8,0.7
1988-01-02,-1.6,-4.3,1.6,,4.7,320,2.2,75.3,4,3.1,4,0.9
1988-01-03,-2.7,-6.2,1.3,,4.2,290,1.4,63.8,3.1,3.4,4.5,1.4
1988-01-04,-0.4,-3.2,3.2,,6.2,290,3.2,47.3,2.7,6.6,4,2.2
1988-01-05,-2.9,-6.7,1.9,,6,290,2,55.5,2.7,7.3,0,1.8
1988-01-06,-2.7,-6.9,2.6,,5,290,1.4,62.3,3.1,7.5,0.5,1.2
1988-01-07,-0.5,-2.4,1,0.3,3.3,70,1.7,78.8,4.7,0,10,0.5
1988-01-08,1.6,-2.9,4.8,0.1,11,290,4,76,5.2,3,7.3,1.9
1988-01-09,-7.3,-9.8,-2.9,,7.7,290,5.1,46.5,1.7,8.1,0.3,1.5
1988-01-10,-7.9,-11.4,-3.2,,7,290,2.7,43.8,1.4,8.6,0,1.6
1988-01-11,-4.8,-9.4,0.6,,5.7,290,1.9,48,2,8.1,1,1.6
1988-01-12,-0.9,-5.3,4.1,,3.8,250,1.7,61.5,3.7,4.9,6,0.7
1988-01-13,3.4,0.8,6.3,0,2.5,50,1.5,75.3,5.9,0,10,0.7
1988-01-14,6.4,4.2,10.1,,5.7,250,2.6,67.8,6.5,1.6,9,1.1
1988-01-15,2.8,-0.3,5.7,,6.3,320,3.5,71.8,5.3,3.7,6.5,1.8
1988-01-16,-2.6,-6,0,,7.3,290,4.1,43.8,2.2,8.6,0,2
1988-01-17,-3.2,-7.8,1.7,0,5,320,2.2,67,3.5,7.5,3.3,1.3
1988-01-18,-2.2,-5.2,1.7,,5.2,290,2.6,52,2.7,8.4,0.5,1.6
1988-01-19,-1.3,-5,2.8,,5,290,1.8,61.5,3.4,7.1,4.8,1.5
1988-01-20,0.7,-3.7,5.1,,3,70,2,67,4.3,0,8.8,0.6
1988-01-21,2.8,1.6,4.5,1.1,4.2,70,1.8,81.8,6.2,0,9.5,0.3
1988-01-22,2.1,-4.6,5.1,0.7,13,270,5,75,5.5,3.9,9,1.9
1988-01-23,-8.9,-10.5,-4.6,0,10.5,270,6,53.3,1.7,7.7,1.5,1
1988-01-24,-8.7,-12.1,-4.2,,7,250,3.6,52.5,1.7,8.1,0.5,1.6
1988-01-25,-5.6,-10.2,-1.8,0.1,6.7,230,2.5,65,2.7,5.4,3.8,1.2
1988-01-26,-4.3,-7.7,-0.5,,6.7,270,2.9,43.5,1.9,8.8,0.8,2.1
1988-01-27,-2.7,-7.8,5.1,,10.7,270,3.4,47.8,2.7,5.7,2,1.7
1988-01-28,-1.5,-7.6,3.8,0.1,6,200,2.1,53,3.1,5.9,4.8,1.6
1988-01-29,-2.1,-6.9,4.3,0.1,8.3,270,4.6,54.5,3,8.6,2.3,2.4
1988-01-30,-5,-8.7,-0.7,0.3,5.5,270,2,50.3,2.1,7.4,4,1.3
1988-01-31,-4,-7.6,-0.1,,5.2,270,2.1,55.8,2.5,8.7,0,1.8
1988-02-01,-1.3,-5.1,3.4,0.1,7.8,200,3.8,70.5,4,6.2,6,2.3
1988-02-02,-6.8,-10.5,1.6,,10.3,270,6.6,40.3,1.9,8.9,0.3,1.3
1988-02-03,-8.6,-12.9,-3.9,,7.7,270,3.5,44,1.5,8.9,0,1.7
1988-02-04,-3.9,-6.8,1.3,4.3,3.5,50,2.3,84.8,4,0,10,0.4
1988-02-05,2.6,-2.6,6.2,0,6.5,270,3.4,81,6,3.5,6.5,1.4
1988-02-06,-6.8,-9.7,-2.6,,10,270,6,50,1.9,7.6,0.5,2.2
1988-02-07,-8.4,-11.3,-4.1,,7.7,270,3.9,43.5,1.6,9,0,1.8
1988-02-08,-6.3,-10.8,-0.9,,7.3,270,3,50,1.9,9,0.3,2
1988-02-09,-5.3,-8.6,-0.3,,8.7,270,3.1,50,2.1,9,0.8,1.9
1988-02-10,-5.9,-9.8,-1.3,,4.3,270,2,50.3,2,9,0,1.7
1988-02-11,-3.7,-7.7,0.5,,3.7,270,1.7,49.8,2.2,1.6,5.5,1.2
1988-02-12,-1.5,-5,2.2,0.1,2.3,50,1,70.5,4,0,9,1
1988-02-13,0.7,-3.1,5.3,,6,290,2.6,60.3,3.7,8.8,5.3,2.2
1988-02-14,-1.1,-5.4,2.9,,8.3,290,3.8,54,3,9,3.5,2.4
1988-02-15,-5.4,-8.5,-1.5,,7,270,4.2,47,1.9,8.7,3,2.3
1988-02-16,-6.4,-10,-2.8,,6.3,250,3.7,49,1.8,9.3,2.8,2
1988-02-17,-5.5,-9.2,-1.2,,7.3,290,3.1,50.3,2,9,1.3,2.3
1988-02-18,-4.9,-8.8,-0.7,,7.7,270,3.4,43.8,1.9,9.5,0,2.2
1988-02-19,-1.3,-7.1,4.4,,6.3,250,2.4,58.3,3.4,7.2,5,1.9
1988-02-20,1.4,-1.2,6.4,,6,270,2.2,61.3,3.9,7.3,4.3,2.3
1988-02-21,1.8,-4.2,8.6,,4.7,270,1.5,51.8,3.5,8.8,0,2.1
1988-02-22,3.5,0,7.7,,5.7,270,2.4,60,4.7,1.1,8.8,1.3
1988-02-23,4.6,2.2,9.2,,5.5,250,2.3,58.5,4.9,6.8,5.3,1.9
1988-02-24,3.8,0.7,7.9,0,4.7,270,1.8,68,5.3,1,6,0.9
1988-02-25,4.5,-0.3,8.7,,3.5,270,1.3,60.3,4.8,4.6,5.5,1.6
1988-02-26,6.8,2.6,10.8,,4.7,270,2.2,51.5,5,4.3,7.3,1.9
1988-02-27,6.5,3.2,12.2,,6.7,270,3.1,50.5,4.8,7.1,7.8,3.4
1988-02-28,2.1,-1.9,7,,6.8,250,2.8,36.3,2.6,9.2,6,2.5
1988-02-29,1.9,-0.9,6.2,,5,250,2.1,47.5,3.3,1.5,8.8,1.9
1988-03-01,2.6,-0.3,7.1,,7.5,270,2.8,60,4.4,7.1,7.5,2.6
1988-03-02,-1,-6,1.6,0,9.7,270,4.8,52.5,3.3,6.7,2.8,2.6
1988-03-03,-3,-6.6,1.2,,7.3,270,3.7,50.5,2.5,9.6,0,2.7
1988-03-04,-2.2,-6.3,1.4,0,6.3,270,3,53.5,2.8,5.6,3.3,2
1988-03-05,0.1,-3.4,4,,6.5,270,2.7,59.3,3.5,8.6,3,2.5
1988-03-06,-0.1,-3.4,2.5,1.2,10.3,270,4.9,50.5,3,8.6,5.8,3.3
1988-03-07,-3.4,-6.8,0.1,0,8.3,270,4.5,52.8,2.5,9.2,2.3,2.6
1988-03-08,-1.1,-3.5,1.6,1.3,7.8,270,4.1,60,3.3,8.6,4.8,2.7
1988-03-09,0.6,-5,7,,10,230,3.2,62.5,4.2,5.7,4.3,1.7
1988-03-10,4.2,-2,10.8,,6.2,200,2.3,54,4.2,10.3,0.8,2.8
1988-03-11,3.8,1.3,5.1,27.9,5.2,270,2.4,72.8,5.9,0,8.3,0.4
1988-03-12,4.7,2.1,9.4,,6.2,270,3.1,80.5,6.7,8.9,5.3,2.3
1988-03-13,7.6,1.5,14.6,,4.8,270,1.6,61.5,6.3,9.2,5.3,2.6
1988-03-14,8.6,5.3,11.9,0.2,5,320,1.7,62.5,6.8,0,9.8,1
1988-03-15,4,0.4,8.5,,7.2,270,3.8,38.5,4,10.4,3.8,3.5
1988-03-16,3.8,-0.2,7.7,,3.7,70,1.7,34.8,3.3,5.8,7.5,2
1988-03-17,6.2,1.9,11.6,,5.7,250,1.9,39.8,3.7,9.6,6.3,2.4
1988-03-18,3.8,1.8,5.8,,8.3,230,3.7,76.3,6.2,0,5,1.3
1988-03-19,3.7,-0.2,8.5,,6,270,2.9,36,2.8,9.7,4.8,2.5
1988-03-20,5.7,-1,11,,3,50,1.7,44,3.8,3.2,7.3,2
1988-03-21,8.7,4.5,14.1,0.4,4.5,50,2.5,52.3,5.6,6.1,5.8,2.7
1988-03-22,7.8,3.9,13.2,0.3,7.7,270,3.4,62.8,6.5,8.9,6.3,4.1
1988-03-23,3.7,-0.1,7.8,,7.7,290,4,35.5,2.8,10.2,1.5,4.1
1988-03-24,4.5,-2.5,10.5,,4.3,290,1.4,31.3,2.6,7.2,6.5,3.1
1988-03-25,8.3,4.9,13.2,,7.7,270,2.9,43.5,4.8,9.9,5.5,4.3
1988-03-26,7.4,3.6,11.8,,5.8,270,2.2,50.8,5.3,3.9,6.3,2.2
1988-03-27,7.4,1.7,13.4,,6.3,270,2.5,49.8,4.9,9.9,0,3.8
1988-03-28,7.8,4,12.2,,2.5,50,1.1,45.8,4.7,0.5,7,2.6
1988-03-29,9.5,4.4,14.8,,4.3,50,2.4,41.8,4.8,9.4,3.5,4.1
1988-03-30,9.9,4.6,16.1,,6.2,290,2.9,41.3,5,9.8,6,4.4
1988-03-31,10.3,5,15.2,,6,270,2.3,46.5,5.8,9.4,3.5,4
1988-04-01,10.1,6.5,14.9,,7.3,270,2.3,49.8,6.1,3.1,7,3
1988-04-02,10.7,4.6,18.6,,7.7,270,2.2,49.5,6.3,9.8,3,4.2
1988-04-03,11.3,6.4,16.3,,6,200,2.4,38,4.9,8.9,6,4.3
1988-04-04,12.4,6.6,19.6,,6.8,270,2.9,35.8,5.2,9.2,5.8,5.3
1988-04-05,7.8,5.9,9.9,,7.3,270,3.4,58.3,6.1,6.1,6.5,3.2
1988-04-06,9,3.2,14.3,,4.7,50,2.6,51.8,5.6,6.9,5.5,3.9
1988-04-07,9.2,5.6,15.3,0,6.5,250,2.9,46.5,5.5,8,8,4.4
1988-04-08,8.8,5.9,12.5,0,5.8,290,2.3,61.5,6.6,2.6,8.8,1.9
1988-04-09,8.3,4.3,14,,7,290,2.9,64,6.7,9,2.8,3.9
1988-04-10,9.6,3.9,15.4,,7,270,2.5,50.3,5.8,10.5,0,4.7
1988-04-11,12.6,6.1,17.4,0.7,8,230,2.8,45,6.6,7.9,6,4.4
1988-04-12,11.7,8.4,15.6,23.6,7.7,270,3.9,71.3,9.7,7.3,6.8,3.7
1988-04-13,10.1,5.7,15.3,,10,230,4.4,62,7.6,8.9,1.3,4.4
1988-04-14,8.7,4.8,13.1,,10.5,270,4.1,49.8,5.6,11.2,0,4.8
1988-04-15,11.8,5.4,18.6,,7.8,250,2.7,54,7,10.9,0,5.1
1988-04-16,15,9.1,19.7,,5,270,1.8,43.8,7.3,8.5,6.5,4.2
1988-04-17,15.6,8.9,23.8,1.7,8.8,270,2.8,47.3,8,9.1,4.5,5.9
1988-04-18,9,5.7,12.2,27,12.2,290,5,62.5,7.5,7.8,6,3.6
1988-04-19,7.9,3.5,12.7,6.5,6.2,270,2.7,57,6,5.3,5,2.5
1988-04-20,10.5,3.8,17.4,,7.7,270,2.1,52.5,6.4,8.7,4.5,4.2
1988-04-21,10.5,6.8,14.7,,8.3,270,4.1,48.8,6.3,7.3,8,4.6
1988-04-22,9,3.9,13.6,,7.3,230,3.5,44.3,5.1,11.2,1.5,4.9
1988-04-23,9.4,6,13.8,,8.3,250,3.9,59.8,6.9,9.3,3.3,4.4
1988-04-24,9.9,6,15,,7.3,230,4,65.3,7.9,9.8,3,4.4
1988-04-25,12.4,6.5,17,,9.5,230,4.7,62,8.9,11,1.3,5
1988-04-26,13.8,8.3,20.5,,7.3,270,3.3,58.8,8.9,10.7,2.3,5.7
1988-04-27,15.1,10,20.1,,9.3,270,3,60.3,10.3,9.2,1.5,4.6
1988-04-28,17.1,11.8,23,,6.3,270,2.2,69.3,13.3,9,5.8,3.8
1988-04-29,17.3,13.1,22.5,,7.3,270,3,74.5,14.6,11.3,0.5,5.2
1988-04-30,15.6,13.3,20.3,1,5.5,200,2.3,79,14,3.5,7,1.6
1988-05-01,16,12.5,22.2,1.5,7.3,270,4,59.5,10.3,9,6.3,6.1
1988-05-02,16.2,9.1,22.1,,6,290,2.3,39.5,6.7,10.5,0.8,6.5
1988-05-03,16.1,14.2,22.5,1,6.2,270,2.4,66.3,12.2,2.4,8.3,1.9
1988-05-04,17.4,12.3,23.6,,7.3,290,3.6,55.8,10.2,10.1,3.5,7
1988-05-05,16.3,12.6,22.1,,8.7,250,3.4,40.8,7.3,11.7,0.5,6.6
1988-05-06,16.9,9.2,23.6,,6.7,320,2,40,7.2,8.8,6.5,6.5
1988-05-07,16.8,13,21.7,12.2,4.7,270,2.3,69.5,13,5.9,7,3.2
1988-05-08,16.4,10,22.2,,3.8,70,2.1,43.3,7.8,12,0,6.3
1988-05-09,14.7,12.5,18,,5.2,270,1.8,39.8,6.6,0,9.5,3
1988-05-10,15.6,10.7,21.3,,6,230,2.8,51.3,9.1,11.1,4.8,5.6
1988-05-11,14.6,11.8,18.4,,5.3,270,2.2,66.8,11,2.2,7.8,2.6
1988-05-12,16.1,10.8,21.8,,11,290,4.8,47,8,12.3,0,8
1988-05-13,17.9,10.8,24.6,,7.5,270,2.9,41.3,8.2,11.2,4.8,7
1988-05-14,16.5,13,21.7,0.2,5.7,320,1.8,46.3,8.5,1.5,8.8,2.8
1988-05-15,16.1,10,21.3,,6.5,290,2.4,54.5,9.7,10.8,3,6.2
1988-05-16,18.6,14.5,23,0,7,230,2.3,50.3,11,3.3,6.5,4.3
1988-05-17,18.7,14.4,23.4,,8.7,230,2.6,52.8,11.5,9.1,4.8,5.6
1988-05-18,20.2,14.3,25.6,,6.3,290,2.3,47.8,11.5,10.6,3.5,5.9
1988-05-19,22.5,15.7,28.4,,5.3,270,1.7,36.3,9.5,10.1,8.3,5.6
1988-05-20,24.3,16.5,31.7,,5.2,70,1.9,40.8,12.1,10.2,2.3,5.8
1988-05-21,22.5,16.2,28.1,0.8,4.3,70,2.3,44.3,11.7,4.6,8.3,3.3
1988-05-22,12,10.8,16.2,21.9,4.7,70,2,91,12.8,0,10,0.7
1988-05-23,16.8,12,21.2,,3.7,70,1.7,61,11.4,7.4,7,3.6
1988-05-24,18.8,15.2,23.5,0,6.2,290,2.3,47.5,9.9,6.8,7,5.4
1988-05-25,19.5,13.3,25.5,,6,290,2,56.5,12.5,12.1,0,5.7
1988-05-26,20.3,14.4,26.3,,7.2,290,2.4,55.8,12.9,8.5,3.5,4.2
1988-05-27,18.1,14.7,23.3,3.8,6,250,2.5,75.3,15.6,4.2,6,3
1988-05-28,17.8,13.7,24,,6.2,290,2.9,69.8,13.7,11.8,3.3,5.9
1988-05-29,19.7,12.9,26.8,,6.2,270,2,67.5,15.1,11.3,5,5.4
1988-05-30,21.4,16,28.4,,6.5,270,2.4,61.8,15.2,11.3,1.8,4.6
1988-05-31,19.6,16.3,23.1,1.4,4.5,270,1.2,61.8,13.9,0,8.5,1.6
1988-06-01,16,15,16.9,54.2,4,70,2.5,93.8,17.1,0,10,1
1988-06-02,19.1,16.2,23.4,1.1,5.5,290,2,89,19.7,4.3,8.3,3.4
1988-06-03,18.3,14.4,22.4,0,8.7,230,2.9,85,17.8,2,9,2.5
1988-06-04,15.9,13.9,20,1.1,7.3,250,3.4,90,16.3,1.2,8.8,1.9
1988-06-05,20.3,15,26.2,,5.3,290,1.9,70.8,16.4,10.3,3,5.5
1988-06-06,19.8,16.4,24.9,0,6.7,290,1.8,64.3,14.7,2.8,6,3.6
1988-06-07,22.5,15.5,28.6,,3.8,250,1.5,54.3,14.3,10.4,5.8,4.8
